Sample,Time,Decoder,Ann Row,Ann Class,Value,
8681437,86.814 ms,USB packet,Packets,Packet: NAK,NAK,
8685521,86.855 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8685836,86.858 ms,USB packet,Packets,Packet: NAK,NAK,
8689921,86.899 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8690237,86.902 ms,USB packet,Packets,Packet: NAK,NAK,
8693946,86.939 ms,USB request,USB SETUP,Setup: Device-to-host,SETUP in: [ A1 21 00 00 02 00 07 00 ][ 00 00 00 00 00 00 00 ] : ACK,
8693946,86.939 ms,USB packet,Packets,Packet: SETUP,SETUP ADDR 43 EP 0,
8694271,86.943 ms,USB packet,Packets,Packet: DATA0,DATA0 [ A1 21 00 00 02 00 07 00 ],
8695121,86.951 ms,USB packet,Packets,Packet: ACK,ACK,
8695388,86.954 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8695704,86.957 ms,USB packet,Packets,Packet: NAK,NAK,
8696446,86.964 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 0,
8696762,86.968 ms,USB packet,Packets,Packet: DATA1,DATA1 [ 00 00 00 00 00 00 00 ],
8697571,86.976 ms,USB packet,Packets,Packet: ACK,ACK,
8698880,86.989 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8699194,86.992 ms,USB packet,Packets,Packet: NAK,NAK,
8699871,86.999 ms,USB packet,Packets,Packet: OUT,OUT ADDR 43 EP 0,
8700196,87.002 ms,USB packet,Packets,Packet: DATA1,DATA1 [ ],
8700512,87.005 ms,USB packet,Packets,Packet: ACK,ACK,
8704021,87.040 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8704338,87.043 ms,USB packet,Packets,Packet: NAK,NAK,
8708421,87.084 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8708736,87.087 ms,USB packet,Packets,Packet: NAK,NAK,
8709005,87.090 ms,USB request,USB SETUP,Setup: Host-to-device,SETUP out: [ 21 22 00 00 02 00 00 00 ][ ] : ACK,
8709005,87.090 ms,USB packet,Packets,Packet: SETUP,SETUP ADDR 43 EP 0,
8709330,87.093 ms,USB packet,Packets,Packet: DATA0,DATA0 [ 21 22 00 00 02 00 00 00 ],
8710187,87.102 ms,USB packet,Packets,Packet: ACK,ACK,
8711288,87.113 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 0,
8711604,87.116 ms,USB packet,Packets,Packet: DATA1,DATA1 [ ],
8711946,87.119 ms,USB packet,Packets,Packet: ACK,ACK,
8713180,87.132 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8713495,87.135 ms,USB packet,Packets,Packet: NAK,NAK,
8718580,87.186 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8718896,87.189 ms,USB packet,Packets,Packet: NAK,NAK,
8728680,87.287 ms,USB packet,Packets,Packet: SOF,SOF 1323,
8729005,87.290 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8729320,87.293 ms,USB packet,Packets,Packet: NAK,NAK,
8733921,87.339 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8734237,87.342 ms,USB packet,Packets,Packet: NAK,NAK,
8738321,87.383 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8738636,87.386 ms,USB packet,Packets,Packet: NAK,NAK,
8743513,87.435 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8743830,87.438 ms,USB packet,Packets,Packet: NAK,NAK,
8747913,87.479 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8748229,87.482 ms,USB packet,Packets,Packet: NAK,NAK,
8752313,87.523 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8752628,87.526 ms,USB packet,Packets,Packet: NAK,NAK,
8756713,87.567 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8757028,87.570 ms,USB packet,Packets,Packet: NAK,NAK,
8761113,87.611 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8761428,87.614 ms,USB packet,Packets,Packet: NAK,NAK,
8765513,87.655 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8765830,87.658 ms,USB packet,Packets,Packet: NAK,NAK,
8769913,87.699 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8770229,87.702 ms,USB packet,Packets,Packet: NAK,NAK,
8774313,87.743 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8774628,87.746 ms,USB packet,Packets,Packet: NAK,NAK,
8778938,87.789 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8779255,87.793 ms,USB packet,Packets,Packet: NAK,NAK,
8783313,87.833 ms,USB request,USB SETUP,Setup: Host-to-device,SETUP out: [ 21 20 00 00 02 00 07 00 ][ 00 00 00 00 00 00 00 ] : ACK,
8783313,87.833 ms,USB packet,Packets,Packet: SETUP,SETUP ADDR 43 EP 0,
8783638,87.836 ms,USB packet,Packets,Packet: DATA0,DATA0 [ 21 20 00 00 02 00 07 00 ],
8784487,87.845 ms,USB packet,Packets,Packet: ACK,ACK,
8784755,87.848 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8785071,87.851 ms,USB packet,Packets,Packet: NAK,NAK,
8785863,87.859 ms,USB packet,Packets,Packet: OUT,OUT ADDR 43 EP 0,
8786188,87.862 ms,USB packet,Packets,Packet: DATA1,DATA1 [ 00 00 00 00 00 00 00 ],
8786978,87.870 ms,USB packet,Packets,Packet: ACK,ACK,
8788405,87.884 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 0,
8788720,87.887 ms,USB packet,Packets,Packet: DATA1,DATA1 [ ],
8789063,87.891 ms,USB packet,Packets,Packet: ACK,ACK,
8789288,87.893 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8789603,87.896 ms,USB packet,Packets,Packet: NAK,NAK,
8793680,87.937 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8793995,87.940 ms,USB packet,Packets,Packet: NAK,NAK,
8797188,87.972 ms,USB request,USB SETUP,Setup: Device-to-host,SETUP in: [ A1 21 00 00 02 00 07 00 ][ 00 00 00 00 00 00 00 ] : ACK,
8797188,87.972 ms,USB packet,Packets,Packet: SETUP,SETUP ADDR 43 EP 0,
8797513,87.975 ms,USB packet,Packets,Packet: DATA0,DATA0 [ A1 21 00 00 02 00 07 00 ],
8798363,87.984 ms,USB packet,Packets,Packet: ACK,ACK,
8798622,87.986 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8798938,87.989 ms,USB packet,Packets,Packet: NAK,NAK,
8799697,87.997 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 0,
8800011,88.000 ms,USB packet,Packets,Packet: DATA1,DATA1 [ 00 00 00 00 00 00 00 ],
8800822,88.008 ms,USB packet,Packets,Packet: ACK,ACK,
8802389,88.024 ms,USB packet,Packets,Packet: OUT,OUT ADDR 43 EP 0,
8802713,88.027 ms,USB packet,Packets,Packet: DATA1,DATA1 [ ],
8803030,88.030 ms,USB packet,Packets,Packet: ACK,ACK,
8803288,88.033 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8803603,88.036 ms,USB packet,Packets,Packet: NAK,NAK,
8807080,88.071 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8807395,88.074 ms,USB packet,Packets,Packet: NAK,NAK,
8811414,88.114 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8811730,88.117 ms,USB packet,Packets,Packet: NAK,NAK,
8816389,88.164 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8816705,88.167 ms,USB packet,Packets,Packet: NAK,NAK,
8820814,88.208 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8821128,88.211 ms,USB packet,Packets,Packet: NAK,NAK,
8828680,88.287 ms,USB packet,Packets,Packet: SOF,SOF 1324,
8829005,88.290 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8829320,88.293 ms,USB packet,Packets,Packet: NAK,NAK,
8833914,88.339 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8834229,88.342 ms,USB packet,Packets,Packet: NAK,NAK,
8838314,88.383 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8838629,88.386 ms,USB packet,Packets,Packet: NAK,NAK,
8843514,88.435 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8843828,88.438 ms,USB packet,Packets,Packet: NAK,NAK,
8847914,88.479 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8848229,88.482 ms,USB packet,Packets,Packet: NAK,NAK,
8852314,88.523 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8852630,88.526 ms,USB packet,Packets,Packet: NAK,NAK,
8856714,88.567 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8857030,88.570 ms,USB packet,Packets,Packet: NAK,NAK,
8861114,88.611 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8861429,88.614 ms,USB packet,Packets,Packet: NAK,NAK,
8865514,88.655 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8865830,88.658 ms,USB packet,Packets,Packet: NAK,NAK,
8870606,88.706 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8870921,88.709 ms,USB packet,Packets,Packet: NAK,NAK,
8875014,88.750 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8875329,88.753 ms,USB packet,Packets,Packet: NAK,NAK,
8879414,88.794 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8879730,88.797 ms,USB packet,Packets,Packet: NAK,NAK,
8883814,88.838 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8884129,88.841 ms,USB packet,Packets,Packet: NAK,NAK,
8888214,88.882 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8888529,88.885 ms,USB packet,Packets,Packet: NAK,NAK,
8893514,88.935 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8893830,88.938 ms,USB packet,Packets,Packet: NAK,NAK,
8897914,88.979 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8898229,88.982 ms,USB packet,Packets,Packet: NAK,NAK,
8902314,89.023 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8902629,89.026 ms,USB packet,Packets,Packet: NAK,NAK,
8906714,89.067 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8907030,89.070 ms,USB packet,Packets,Packet: NAK,NAK,
8911114,89.111 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8911430,89.114 ms,USB packet,Packets,Packet: NAK,NAK,
8916906,89.169 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8917222,89.172 ms,USB packet,Packets,Packet: NAK,NAK,
8921314,89.213 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8921629,89.216 ms,USB packet,Packets,Packet: NAK,NAK,
8928674,89.287 ms,USB packet,Packets,Packet: SOF,SOF 1325,
8928998,89.290 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8929313,89.293 ms,USB packet,Packets,Packet: NAK,NAK,
8932314,89.323 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8932631,89.326 ms,USB packet,Packets,Packet: NAK,NAK,
8936714,89.367 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8937029,89.370 ms,USB packet,Packets,Packet: NAK,NAK,
8941439,89.414 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8941755,89.418 ms,USB packet,Packets,Packet: NAK,NAK,
8945814,89.458 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8946130,89.461 ms,USB packet,Packets,Packet: NAK,NAK,
8950214,89.502 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8950530,89.505 ms,USB packet,Packets,Packet: NAK,NAK,
8954614,89.546 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8954931,89.549 ms,USB packet,Packets,Packet: NAK,NAK,
8959014,89.590 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8959330,89.593 ms,USB packet,Packets,Packet: NAK,NAK,
8963414,89.634 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8963730,89.637 ms,USB packet,Packets,Packet: NAK,NAK,
8968615,89.686 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8968931,89.689 ms,USB packet,Packets,Packet: NAK,NAK,
8973015,89.730 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8973329,89.733 ms,USB packet,Packets,Packet: NAK,NAK,
8977415,89.774 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8977731,89.777 ms,USB packet,Packets,Packet: NAK,NAK,
8981815,89.818 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8982131,89.821 ms,USB packet,Packets,Packet: NAK,NAK,
8986606,89.866 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8986923,89.869 ms,USB packet,Packets,Packet: NAK,NAK,
8991523,89.915 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8991839,89.918 ms,USB packet,Packets,Packet: NAK,NAK,
8995915,89.959 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
8996231,89.962 ms,USB packet,Packets,Packet: NAK,NAK,
9000315,90.003 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9000631,90.006 ms,USB packet,Packets,Packet: NAK,NAK,
9006015,90.060 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9006330,90.063 ms,USB packet,Packets,Packet: NAK,NAK,
9010415,90.104 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9010731,90.107 ms,USB packet,Packets,Packet: NAK,NAK,
9014815,90.148 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9015130,90.151 ms,USB packet,Packets,Packet: NAK,NAK,
9019215,90.192 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9019531,90.195 ms,USB packet,Packets,Packet: NAK,NAK,
9028678,90.287 ms,USB packet,Packets,Packet: SOF,SOF 1326,
9028998,90.290 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9029314,90.293 ms,USB packet,Packets,Packet: NAK,NAK,
9032315,90.323 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9032630,90.326 ms,USB packet,Packets,Packet: NAK,NAK,
9036715,90.367 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9037030,90.370 ms,USB packet,Packets,Packet: NAK,NAK,
9041440,90.414 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9041755,90.418 ms,USB packet,Packets,Packet: NAK,NAK,
9045815,90.458 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9046131,90.461 ms,USB packet,Packets,Packet: NAK,NAK,
9050215,90.502 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9050530,90.505 ms,USB packet,Packets,Packet: NAK,NAK,
9054615,90.546 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9054931,90.549 ms,USB packet,Packets,Packet: NAK,NAK,
9059015,90.590 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9059331,90.593 ms,USB packet,Packets,Packet: NAK,NAK,
9063415,90.634 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9063731,90.637 ms,USB packet,Packets,Packet: NAK,NAK,
9068615,90.686 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9068932,90.689 ms,USB packet,Packets,Packet: NAK,NAK,
9073015,90.730 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9073331,90.733 ms,USB packet,Packets,Packet: NAK,NAK,
9077415,90.774 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9077731,90.777 ms,USB packet,Packets,Packet: NAK,NAK,
9081815,90.818 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9082130,90.821 ms,USB packet,Packets,Packet: NAK,NAK,
9086215,90.862 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9086531,90.865 ms,USB packet,Packets,Packet: NAK,NAK,
9091390,90.914 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9091706,90.917 ms,USB packet,Packets,Packet: NAK,NAK,
9095815,90.958 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9096131,90.961 ms,USB packet,Packets,Packet: NAK,NAK,
9100215,91.002 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9100531,91.005 ms,USB packet,Packets,Packet: NAK,NAK,
9104615,91.046 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9104930,91.049 ms,USB packet,Packets,Packet: NAK,NAK,
9109015,91.090 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9109332,91.093 ms,USB packet,Packets,Packet: NAK,NAK,
9113415,91.134 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9113731,91.137 ms,USB packet,Packets,Packet: NAK,NAK,
9118615,91.186 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9118930,91.189 ms,USB packet,Packets,Packet: NAK,NAK,
9128679,91.287 ms,USB packet,Packets,Packet: SOF,SOF 1327,
9128999,91.290 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9129315,91.293 ms,USB packet,Packets,Packet: NAK,NAK,
9134016,91.340 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9134331,91.343 ms,USB packet,Packets,Packet: NAK,NAK,
9138416,91.384 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9138731,91.387 ms,USB packet,Packets,Packet: NAK,NAK,
9143616,91.436 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9143930,91.439 ms,USB packet,Packets,Packet: NAK,NAK,
9148016,91.480 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9148330,91.483 ms,USB packet,Packets,Packet: NAK,NAK,
9152416,91.524 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9152731,91.527 ms,USB packet,Packets,Packet: NAK,NAK,
9156816,91.568 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9157132,91.571 ms,USB packet,Packets,Packet: NAK,NAK,
9161216,91.612 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9161530,91.615 ms,USB packet,Packets,Packet: NAK,NAK,
9166382,91.664 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9166698,91.667 ms,USB packet,Packets,Packet: NAK,NAK,
9170816,91.708 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9171131,91.711 ms,USB packet,Packets,Packet: NAK,NAK,
9175216,91.752 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9175532,91.755 ms,USB packet,Packets,Packet: NAK,NAK,
9179616,91.796 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9179931,91.799 ms,USB packet,Packets,Packet: NAK,NAK,
9184016,91.840 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9184332,91.843 ms,USB packet,Packets,Packet: NAK,NAK,
9188416,91.884 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9188732,91.887 ms,USB packet,Packets,Packet: NAK,NAK,
9193616,91.936 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9193932,91.939 ms,USB packet,Packets,Packet: NAK,NAK,
9198016,91.980 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9198332,91.983 ms,USB packet,Packets,Packet: NAK,NAK,
9202416,92.024 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9202731,92.027 ms,USB packet,Packets,Packet: NAK,NAK,
9206816,92.068 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9207131,92.071 ms,USB packet,Packets,Packet: NAK,NAK,
9211216,92.112 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9211532,92.115 ms,USB packet,Packets,Packet: NAK,NAK,
9216458,92.165 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9216774,92.168 ms,USB packet,Packets,Packet: NAK,NAK,
9220916,92.209 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9221232,92.212 ms,USB packet,Packets,Packet: NAK,NAK,
9228680,92.287 ms,USB packet,Packets,Packet: SOF,SOF 1328,
9228999,92.290 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9229314,92.293 ms,USB packet,Packets,Packet: NAK,NAK,
9231916,92.319 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9232231,92.322 ms,USB packet,Packets,Packet: NAK,NAK,
9236316,92.363 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9236632,92.366 ms,USB packet,Packets,Packet: NAK,NAK,
9241516,92.415 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9241832,92.418 ms,USB packet,Packets,Packet: NAK,NAK,
9245916,92.459 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9246233,92.462 ms,USB packet,Packets,Packet: NAK,NAK,
9250316,92.503 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9250632,92.506 ms,USB packet,Packets,Packet: NAK,NAK,
9256016,92.560 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9256333,92.563 ms,USB packet,Packets,Packet: NAK,NAK,
9260416,92.604 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9260731,92.607 ms,USB packet,Packets,Packet: NAK,NAK,
9264816,92.648 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9265132,92.651 ms,USB packet,Packets,Packet: NAK,NAK,
9269216,92.692 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9269532,92.695 ms,USB packet,Packets,Packet: NAK,NAK,
9273616,92.736 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9273932,92.739 ms,USB packet,Packets,Packet: NAK,NAK,
9278016,92.780 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9278332,92.783 ms,USB packet,Packets,Packet: NAK,NAK,
9282416,92.824 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9282732,92.827 ms,USB packet,Packets,Packet: NAK,NAK,
9286816,92.868 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9287132,92.871 ms,USB packet,Packets,Packet: NAK,NAK,
9291441,92.914 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9291758,92.918 ms,USB packet,Packets,Packet: NAK,NAK,
9295817,92.958 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9296132,92.961 ms,USB packet,Packets,Packet: NAK,NAK,
9300217,93.002 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9300532,93.005 ms,USB packet,Packets,Packet: NAK,NAK,
9304617,93.046 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9304933,93.049 ms,USB packet,Packets,Packet: NAK,NAK,
9309017,93.090 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9309332,93.093 ms,USB packet,Packets,Packet: NAK,NAK,
9313417,93.134 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9313732,93.137 ms,USB packet,Packets,Packet: NAK,NAK,
9318617,93.186 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9318933,93.189 ms,USB packet,Packets,Packet: NAK,NAK,
9328680,93.287 ms,USB packet,Packets,Packet: SOF,SOF 1329,
9329000,93.290 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9329315,93.293 ms,USB packet,Packets,Packet: NAK,NAK,
9333517,93.335 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9333833,93.338 ms,USB packet,Packets,Packet: NAK,NAK,
9337917,93.379 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9338232,93.382 ms,USB packet,Packets,Packet: NAK,NAK,
9343517,93.435 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9343832,93.438 ms,USB packet,Packets,Packet: NAK,NAK,
9347917,93.479 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9348232,93.482 ms,USB packet,Packets,Packet: NAK,NAK,
9352317,93.523 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9352632,93.526 ms,USB packet,Packets,Packet: NAK,NAK,
9356717,93.567 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9357033,93.570 ms,USB packet,Packets,Packet: NAK,NAK,
9361117,93.611 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9361432,93.614 ms,USB packet,Packets,Packet: NAK,NAK,
9365517,93.655 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9365832,93.658 ms,USB packet,Packets,Packet: NAK,NAK,
9369917,93.699 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9370232,93.702 ms,USB packet,Packets,Packet: NAK,NAK,
9374317,93.743 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9374633,93.746 ms,USB packet,Packets,Packet: NAK,NAK,
9378942,93.789 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9379258,93.793 ms,USB packet,Packets,Packet: NAK,NAK,
9383317,93.833 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9383632,93.836 ms,USB packet,Packets,Packet: NAK,NAK,
9387717,93.877 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9388032,93.880 ms,USB packet,Packets,Packet: NAK,NAK,
9392117,93.921 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9392433,93.924 ms,USB packet,Packets,Packet: NAK,NAK,
9396517,93.965 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9396832,93.968 ms,USB packet,Packets,Packet: NAK,NAK,
9400917,94.009 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9401232,94.012 ms,USB packet,Packets,Packet: NAK,NAK,
9406117,94.061 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9406433,94.064 ms,USB packet,Packets,Packet: NAK,NAK,
9410517,94.105 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9410834,94.108 ms,USB packet,Packets,Packet: NAK,NAK,
9414917,94.149 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9415232,94.152 ms,USB packet,Packets,Packet: NAK,NAK,
9419317,94.193 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9419633,94.196 ms,USB packet,Packets,Packet: NAK,NAK,
9428681,94.287 ms,USB packet,Packets,Packet: SOF,SOF 1330,
9429001,94.290 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9429316,94.293 ms,USB packet,Packets,Packet: NAK,NAK,
9432417,94.324 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9432732,94.327 ms,USB packet,Packets,Packet: NAK,NAK,
9436817,94.368 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9437133,94.371 ms,USB packet,Packets,Packet: NAK,NAK,
9441442,94.414 ms,USB packet,Packets,Packet: IN,IN ADDR 43 EP 1,
9441758,94.418 ms,USB packet,Packets,Packet: NAK,NAK,
